关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接,news_type
macro,今夜！一个国家，“崩了”！,在美上市的阿根廷公司股票，包括Banco Macro、Grupo Financiero Galicia和Pampa Energia,2025-09-09 00:15:18,中国基金报,http://finance.eastmoney.com/a/202509093507921995.html,macro
macro,约200万UP主获得收入 B站财报来了！,今年的Bilibili World及Bilibili Macro Link吸引了创纪录的观众。,2025-08-22 00:18:36,中国基金报,http://finance.eastmoney.com/a/202508223491066232.html,macro
macro,美国劳动力市场现放缓迹象 美联储降息预期升温,Renaissance Macro Research首席经济研究员Neil Dutta指出：“职位空缺的下降主要集中在医疗及社会援助,2025-09-04 09:01:30,新华财经,http://finance.eastmoney.com/a/202509043504220250.html,macro
macro,两周两周又两周 特朗普 “交易的艺术” 还是 “拖延的艺术”？,总部位于莫斯科的宏观咨询公司（Macro-Advisory）首席执行官克里斯·威弗认为，特朗普多次威胁惩罚普京却“一再沉默,2025-09-03 16:07:10,上观新闻,http://finance.eastmoney.com/a/202509033503829820.html,macro
macro,“美联储传声筒”：本周可能会有两位理事持反对意见,SGH Macro Advisors首席美国经济学家蒂姆·杜伊表示，“特朗普迟早会对每个机构产生影响，也许美联储抵抗这种影响的能力已经结束了,2025-07-30 10:14:16,新华财经,http://finance.eastmoney.com/a/202507303471338387.html,macro
macro,美国就业市场增长乏力 30年期美债收益率触及5%后回落,Renaissance Macro Research首席经济研究员Neil Dutta指出：“职位空缺的下降主要集中在医疗及社会援助,2025-09-04 09:46:35,新华财经,http://finance.eastmoney.com/a/202509043504632563.html,macro
macro,通宇通讯：参股公司四川光为首批800G OSFP 2×DR4光模块已成功实现小批量交付,每经AI快讯，有投资者在投资者互动平台提问：请问贵司在macro wifi的最新进展及订单情况如何？,2025-08-15 11:53:08,每日经济新闻,http://finance.eastmoney.com/a/202508153485225731.html,macro
macro,美国6月CPI数据出炉 通胀指标有所升温,Renaissance Macro Research美国经济研究主管Neil Dutta表示，他从这份报告中看到了经济疲软的迹象,2025-07-15 20:30:40,财联社,http://finance.eastmoney.com/a/202507153457795826.html,macro
macro,2亿美元之差 千亿美元蒸发！谁在“绑架”英伟达,文艺复兴宏观研究公司（Renaissance Macro Research）分析师的估算显示，2025年以来，AI数据中心支出对美国,2025-08-30 10:38:02,每日经济新闻,http://finance.eastmoney.com/a/202508303500082195.html,macro
macro,通宇通讯(002792.SZ)：中报彰显稳健经营实力，卫星通信等新业务拓展成效初显,另一核心产品Macro WiFi则聚焦户外复杂场景通信痛点，凭借高增益双波束天线阵列技术，实现2公里超远传输与200+用户并发接入,2025-08-30 11:13:29,界面新闻,http://finance.eastmoney.com/a/202508303500088490.html,macro
macro,深夜美股下挫，黄金跌破3330美元，中概股逆势飘红,Renaissance Macro经济研究主管Neil Dutta也提醒，对股票投资者来说，在杰克逊霍尔年会召开前获利了结可能是明智之举,2025-08-20 07:39:13,21世纪经济报道,http://finance.eastmoney.com/a/202508203488743821.html,macro
